"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
41782;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";7.70442;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
41784;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"MIN. WATER DEV. WORKSHOP";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1982-10-01";"";0.118514;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
41785;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"MOMBASA/COSTAL AREA";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1975-11-01";"";0.583211;"";"";"";"";"";"";"";""
41786;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1980-09-01";"";0.763061;0.0;0.0;16417197.0;580370.0;0.0;0.0;16417197.0;580370.0
41793;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";0.2048;"";"";"";"";"";"";"";""
41804;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"CAIRO SEWERAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1983-07-01";"";6.1627;0.0;0.0;46728286.0;1001450.0;0.0;0.0;46728286.0;1001450.0
41823;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-03";"";"";"1983-03-01";"";0.955385;0.0;0.0;28714183.0;1141750.0;0.0;0.0;28714183.0;1141750.0
41840;"Germany";"India";"5";"645";"LMICs";"";0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-12-01";"";5.40796;0.0;0.0;715384993.0;3287260.0;0.0;0.0;715384993.0;3287260.0
47748;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";0.33491;"";"";"";"";"";"";"";""
47766;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";1.65419;"";"";"";"";"";"";"";""
47784;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1980-09-01";"";0.557844;0.0;0.0;16417197.0;580370.0;0.0;0.0;16417197.0;580370.0
47786;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"MIN. WATER DEV. WORKSHOP";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1982-10-01";"";0.0498802;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
47787;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";0.642335;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
47789;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY/MALINDI REGION";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-09-01";"";0.586347;0.0;0.0;19146400.0;580370.0;0.0;0.0;19146400.0;580370.0
47790;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY, MALINDI";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-01";"";"";"1982-10-01";"";0.0213772;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
47865;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"CAIRO SEWERAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1983-07-01";"";0.568024;0.0;0.0;46728286.0;1001450.0;0.0;0.0;46728286.0;1001450.0
47895;"Germany";"India";"5";"645";"LMICs";"";0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-12-01";"";5.37179;0.0;0.0;715384993.0;3287260.0;0.0;0.0;715384993.0;3287260.0
47968;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"BRIDGE-DAM-SYST.,GARSEN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";0.508982;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
53759;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY KERICHO";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";0.0681943;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
53762;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";0.3301;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
53764;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"MIN. WATER DEV. WORKSHOP";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1982-10-01";"";0.036568;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
53791;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.355797;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";5.72338;"";"";"";"";"";"";"";""
53813;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";0.806472;"";"";"";"";"";"";"";""
53840;"Germany";"Lebanon";"5";"555";"UMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-09-01";"";0.112669;"";"";"";"";"";"";"";""
53893;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-03";"";"";"1983-03-01";"";2.14664;0.0;0.0;28714183.0;1141750.0;0.0;0.0;28714183.0;1141750.0
53987;"Germany";"India";"5";"645";"LMICs";"";0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-12-01";"";2.10612;0.0;0.0;715384993.0;3287260.0;0.0;0.0;715384993.0;3287260.0
54008;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"BRIDGE-DAM-SYST.,GARSEN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";1.57143;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
59944;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY KERICHO";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";1.31249;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
59946;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY/MALINDI REGION";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-09-01";"";8.42826;0.0;0.0;19146400.0;580370.0;0.0;0.0;19146400.0;580370.0
59947;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";0.178577;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
59949;"Germany";"Kenya";"5";"248";"LMICs";"";1.80529;"MOMBASA/COSTAL AREA";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1975-11-01";"";0.367889;"";"";"";"";"";"";"";""
59967;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.17565;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";1.57792;"";"";"";"";"";"";"";""
59996;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";"";3.15194;0.0;0.0;49258732.0;1001450.0;0.0;0.0;49258732.0;1001450.0
60000;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";0.100511;"";"";"";"";"";"";"";""
60092;"Germany";"Lebanon";"5";"555";"UMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-09-01";"";0.35813;"";"";"";"";"";"";"";""
60110;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-03";"";"";"1983-03-01";"";1.63745;0.0;0.0;28714183.0;1141750.0;0.0;0.0;28714183.0;1141750.0
60131;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"CAIRO SEWERAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1983-07-01";"";1.59451;0.0;0.0;46728286.0;1001450.0;0.0;0.0;46728286.0;1001450.0
60213;"Germany";"India";"5";"645";"LMICs";"";0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-12-01";"";2.91091;0.0;0.0;715384993.0;3287260.0;0.0;0.0;715384993.0;3287260.0
60232;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"EROSION CONTROL PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-01-01";"";1.0578;0.0;0.0;30572479.0;1141750.0;0.0;0.0;30572479.0;1141750.0
60255;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"BRIDGE-DAM-SYST.,GARSEN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";4.16095;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
66505;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.34546;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";0.86269;"";"";"";"";"";"";"";""
66518;"Germany";"Kenya";"5";"248";"LMICs";"";1.77528;"MOMBASA/COSTAL AREA";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1975-11-01";"";0.396319;"";"";"";"";"";"";"";""
66519;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY/MALINDI REGION";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-09-01";"";7.26233;0.0;0.0;19146400.0;580370.0;0.0;0.0;19146400.0;580370.0
66520;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY, MALINDI";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-01";"";"";"1982-10-01";"";0.0115153;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
66522;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1980-09-01";"";0.428946;0.0;0.0;16417197.0;580370.0;0.0;0.0;16417197.0;580370.0
66523;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY KERICHO";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";4.6829;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
66525;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";2.11786;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
66550;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";"";0.912589;0.0;0.0;49258732.0;1001450.0;0.0;0.0;49258732.0;1001450.0
66551;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";0.0623747;"";"";"";"";"";"";"";""
66645;"Germany";"Lebanon";"5";"555";"UMICs";"";0.921226;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-09-01";"";11.7725;"";"";"";"";"";"";"";""
66678;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"CAIRO SEWERAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1983-01-03";"";"";"1983-07-01";"";1.3233;0.0;0.0;46728286.0;1001450.0;0.0;0.0;46728286.0;1001450.0
66699;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-03";"";"";"1983-03-01";"";0.626626;0.0;0.0;28714183.0;1141750.0;0.0;0.0;28714183.0;1141750.0
66702;"Germany";"Bolivia";"5";"428";"LMICs";"";0.0;"SANITATION PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-10-01";"";0.487482;0.0;0.0;6309130.0;1098580.0;0.0;0.0;6309130.0;1098580.0
66747;"Germany";"India";"5";"645";"LMICs";"";0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-12-01";"";1.07956;0.0;0.0;715384993.0;3287260.0;0.0;0.0;715384993.0;3287260.0
66835;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"BRIDGE-DAM-SYST.,GARSEN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";4.61285;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
66844;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"EROSION CONTROL PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-01-01";"";0.783042;0.0;0.0;30572479.0;1141750.0;0.0;0.0;30572479.0;1141750.0
73231;"Germany";"Bolivia";"5";"428";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1988-12-01";"";0.29102;0.0;0.0;6580312.0;1098580.0;0.0;0.0;6580312.0;1098580.0
73232;"Germany";"Bolivia";"5";"428";"LMICs";6.99567;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"REPUBLIC OF BOLIVIA";"";"";"";"1989-05-01";"";0.225727;0.0;0.0;6721115.0;1098580.0;0.0;0.0;6721115.0;1098580.0
73250;"Germany";"Lebanon";"5";"555";"UMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-09-01";"";1.33384;"";"";"";"";"";"";"";""
73332;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";0.0298482;"";"";"";"";"";"";"";""
73333;"Germany";"Egypt";"5";"142";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";"";19.627;0.0;0.0;49258732.0;1001450.0;0.0;0.0;49258732.0;1001450.0
73353;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1982-01-03";"";"";"1981-11-01";"";0.0662256;0.0;0.0;17063876.0;580370.0;0.0;0.0;17063876.0;580370.0
73354;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY KERICHO";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-04";"";"";"1982-10-01";"";1.26761;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
73356;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1980-09-01";"";0.0167896;0.0;0.0;16417197.0;580370.0;0.0;0.0;16417197.0;580370.0
73357;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY/MALINDI REGION";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-09-01";"";0.959806;0.0;0.0;19146400.0;580370.0;0.0;0.0;19146400.0;580370.0
73362;"Germany";"Kenya";"5";"248";"LMICs";"";0.0;"WATER SUPPLY, MALINDI";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1983-01-01";"";"";"1982-10-01";"";0.214534;0.0;0.0;17736326.0;580370.0;0.0;0.0;17736326.0;580370.0
73385;"Germany";"Ethiopia";"5";"238";"LDCs";"";0.335792;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1975-12-01";"";1.03536;"";"";"";"";"";"";"";""
73400;"Germany";"Bolivia";"5";"428";"LMICs";"";0.0;"SANITATION PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-10-01";"";0.265835;0.0;0.0;6309130.0;1098580.0;0.0;0.0;6309130.0;1098580.0
73540;"Germany";"Colombia";"5";"437";"UMICs";"";0.0;"EROSION CONTROL PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-01-01";"";0.867463;0.0;0.0;30572479.0;1141750.0;0.0;0.0;30572479.0;1141750.0
