DonorName,RecipientName,IncomegroupName,USD_Commitment_Defl,USD_Received_Defl,ShortDescription,ChannelName,ChannelReportedName,CommitmentDate
Germany,Egypt,LMICs,0.0964454,-0.0,INSTITUTIONAL ASSISTANCE AND TECHNICAL IMPROVEMENT OF THE LOCAL WATER AND WASTE WATER SYSTEM IN THE QUENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.0107958,-0.0,TECHNICAL IMPROVEMENT OF THE IT SYSTEMS AND THEIR MANAGEMENT IN THE DECENTRALIZED QENA WATER AND WASTEWATER COMPANY,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.00844545,-0.0,TECHNICAL IMPROVEMENT OF THE IT SYSTEMS AND THEIR MANAGEMENT IN THE DECENTRALIZED QENA WATER AND WASTEWATER COMPANY,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.06193330000000001,-0.0,TECHNICAL IMPROVEMENT OF THE IT SYSTEMS AND THEIR MANAGEMENT IN THE DECENTRALIZED QENA WATER AND WASTEWATER COMPANY,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0039837,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.00848529,-0.0,ESTABLISHMENT WATER CONSUMPTION MEASUREMENT SYSTEM AND REVENUE COLLECTION SYSTEM,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0506594,-0.0,"ESTABLISHMENT OF AN EFFECTIVE, EFFICIENT AND SYSTEMATIC OPERATION AND MAINTENANCE SYSTEM",Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.091001,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.135194,-0.0,IMPLEMENTATION OF ADEQUATE SYSTEMS FOR WATER REGULATION OF SMALL AND MEDIUM-SIZED TOWNS ALONG WITH ANALYSIS OF PERFORMANCE DATA OF WATER AUTHORITIES,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.168298,-0.0,IDENTIFICATION OF SPECIFIC REQUIREMENTS REGARDING WATER RESOURCE MANAGEMENT OF CITIES ALONG WITH WATER SUPPLY AND WASTE WATER COMPANIES.,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.0823962,-0.0,IMPLEMENTATION OF A NEW GIS BASED SYSTEM FOR GATHERING AND COVERING RELEVANT SYSTEMIC DATA FOR THE WATER SUPPLY AUTHORITY.,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.0151381,-0.0,IMPLEMENTATION OF A NEW GIS BASED SYSTEM FOR GATHERING AND COVERING RELEVANT SYSTEMIC DATA FOR THE WATER SUPPLY AUTHORITY.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0464765,-0.0,"WATER MANAGEMENT SONI KWANGWENDA AND CONSTRUCTION PRIMARY SCHOOL IN MNAZI, DISTRICT LUSHOTO","University, college or other teaching institution, research institute or think-tank",Higher education institution,
Germany,India,LMICs,0.000219101,-0.0,BIOLOGICAL CLARIFICATION PLANT,"University, college or other teaching institution, research institute or think-tank",Higher education institution,
Germany,India,LMICs,0.0464765,-0.0,CONSTRUCTION OF A TRAINING CENTRE FOR BASIC NEEDS SERVICES IN KENGERI/INDIA (DEWATS),Donor country-based NGO,Donor country-based NGO,
Germany,Rwanda,LDCs,0.038469800000000005,-0.0,PROMOTION OF SMALL WATER SUPPLY PROJECTS IN RURAL AREAS,Donor country-based NGO,Donor country-based NGO,
Germany,Uganda,LDCs,0.0409811,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00247098,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.356545,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.0214982,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.116693,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.00703609,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.123692,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.00745812,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.0230188,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.00138794,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.116693,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.00703609,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.00646763,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.000389974,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0231588,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00139639,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00411853,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0113116,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.000682048,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.102607,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0061868,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.07224680000000001,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.00435619,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0205215,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.00123736,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0955794,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Egypt,LMICs,0.282798,-0.0,PROMOTION OF FURTHER TRAINING INSTITUTES TO SUPPORT DEVELOPMENT PROCESSES IN THE WATER SECTOR OF MENA COUNTRIES,Public Sector Institutions,GIZ,
Germany,Egypt,LMICs,6.56837,-0.0,WATER SUPPLY AND WASTEWATER MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Lebanon,UMICs,3.94102,-0.0,INSTITUTIONAL SUPPORT FOR THE WATER SECTOR,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.8571059999999999,-0.0,DEVELOPMENT OF THE WATER SECTOR,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.129521,-0.0,"STRENGTHENING WATER SECTOR INSTITUTIONS THROUGH HUMAN CAPACITY BUILDING FOR BETTER SERVICE DELIVERY IN KENYA, TANZANIA, UGANDA, ZAMBIA AND SOUTH SUDAN",Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.16972,-0.0,"STRENGTHENING WATER SECTOR INSTITUTIONS THROUGH HUMAN CAPACITY BUILDING FOR BETTER SERVICE DELIVERY IN KENYA, TANZANIA, UGANDA, ZAMBIA AND SOUTH SUDAN",Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.102414,-0.0,"STRENGTHENING WATER SECTOR INSTITUTIONS THROUGH HUMAN CAPACITY BUILDING FOR BETTER SERVICE DELIVERY IN KENYA, TANZANIA, UGANDA, ZAMBIA AND SOUTH SUDAN",Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.893352,-0.0,WATER SECTOR DEVELOPMENT PROGRAMME,Public Sector Institutions,GIZ,
Germany,Egypt,LMICs,5.2547,-0.0,WATER RESOURCES MANAGEMENT REFORM PROGRAMME,Public Sector Institutions,GIZ,
Germany,Rwanda,LDCs,0.00236635,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,GIZ,
Germany,Burundi,LDCs,0.00236635,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0969734,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0118271,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.0165574,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.533828,-0.0,PROJECT TO IMPROVE THE QUALITY OF LIFE OF THE POPULATION IN THE COUNTRYSIDE BY IMPROVING WATER SUPPLY ON BASE OF RENEWABLE ENERGIES IN BOTH BOLIVIA A,Donor country-based NGO,Donor country-based NGO,
Germany,Burundi,LDCs,0.699595,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Burundi,LDCs,0.0421827,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Burundi,LDCs,0.15100999999999998,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Burundi,LDCs,0.00910528,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,13.1367,-0.0,PROGRAMME WATER CATCHMENT AREAS,Public Sector Institutions,KfW,2011-11-03
Germany,Bolivia,LMICs,0.919572,-0.0,PROGRAMME SUBURBAN AREAS,Public Sector Institutions,KfW,2011-12-22
Germany,Kenya,LMICs,1.31367,-0.0,DEVELOPMENT OF THE WATER AND SANITATION SECTOR LAKE VICTORIA SOUTH (ACCOMPANYING MEASURE),Public Sector Institutions,KfW,2011-12-30
Germany,Kenya,LMICs,0.00880163,-0.0,DEVELOPMENT OF WATER RESOURCES,Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,0.0109035,-0.0,SAFTEY WATER,Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,0.0109035,-0.0,SAFTEY WATER,Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.00105094,-0.0,DEVELOPMENT OF WATER RESOURCE,Donor country-based NGO,Donor country-based NGO,
Germany,India,LMICs,0.133995,-0.0,COMMUNITY BASED ARSENIC MITIGATION THROUGH SELF-HELP GROUPS,Donor country-based NGO,Donor country-based NGO,
Germany,Rwanda,LDCs,0.328419,-0.0,"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION, DIOCESE OF RUHENGERI",Donor country-based NGO,Donor country-based NGO,
Germany,Kenya,LMICs,0.328419,-0.0,"COMMUNITY-BASED DRINKING WATER SUPPLY THROUGH LOW COST TECHNOLOGIES, DIOCESE BUNGOMA",Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,0.209789,-0.0,"IMPROVEMENT OF HEALTH STATUS THROUGH SUSTAINABLE POTABLE WATER INFRASTRUCTURE, CAMIRI/DEPT. SANTA CRUZ, BOLIVIA",Donor country-based NGO,Donor country-based NGO,
Germany,Colombia,UMICs,0.13301,-0.0,"SANITATION AND ENVIRONMENT PROTECTION IN BOQUILLA, COLOMBIA",Donor country-based NGO,Donor country-based NGO,
Germany,Ethiopia,LDCs,0.459786,-0.0,"INTEGRATED WATER AND SANITATION PROJECT IN SNNPRS, AMHARA AND OROMIA REGIONAL STATES",Donor country-based NGO,Donor country-based NGO,
Germany,Ethiopia,LDCs,0.394102,-0.0,"WASUPA-ZEWAY WATER SUPPLY, PHASE II",Donor country-based NGO,Donor country-based NGO,
Germany,India,LMICs,0.144504,-0.0,COMMUNITY BASED SUSTAINABLE GROUNDWATER MANAGEMENT THROUGH SOCIAL REGULATION AND LOCAL GOVERNANCE,Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,4.5283,-0.0,DRINKING WATER SUPPLY AND SANITATION GUADALQUIVIR,Public Sector Institutions,KfW,2011-11-03
Germany,Bolivia,LMICs,11.688,-0.0,DRINKING WATER SUPPLY AND SANITATION GUADALQUIVIR,Public Sector Institutions,KfW,2011-11-03
Germany,Kenya,LMICs,43.3513,-0.0,DEVELOPMENT OF THE WATER AND SANITATION SECTOR LAKE VICTORIA SOUTH (ACCOMPANYING MEASURE),Public Sector Institutions,KfW,2011-12-30
Germany,Kenya,LMICs,15.7641,-0.0,"WATER SERVICES TRUST FUND, PHASE II",Public Sector Institutions,KfW,2011-04-12
Germany,Uganda,LDCs,26.2735,-0.0,"WATER SECTOR DEVELOPMENT PROGRAM II, KAMPALA",Public Sector Institutions,KfW,2011-04-28
Germany,Lebanon,UMICs,9.19572,-0.0,PROTECTION OF THE JEITA SOURCE,Public Sector Institutions,KfW,2011-11-23
Germany,Egypt,LMICs,0.187997,-0.0,STRENGTHENING THE MENA WATER SECTOR THROUGH REGIONAL NETWORKING AND TRAINING (MENA WANT),Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0323907,-0.0,STRENGTHENING THE MENA WATER SECTOR THROUGH REGIONAL NETWORKING AND TRAINING (MENA WANT),Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0167069,-0.0,STRENGTHENING THE MENA WATER SECTOR THROUGH REGIONAL NETWORKING AND TRAINING (MENA WANT),Public Sector Institutions,GIZ,
Germany,Tanzania,LDCs,0.0163729,-0.0,STRENGTHENING THE MENA WATER SECTOR THROUGH REGIONAL NETWORKING AND TRAINING (MENA WANT),Public Sector Institutions,GIZ,
Germany,Lebanon,UMICs,0.00572549,-0.0,STRENGTHENING THE MENA WATER SECTOR THROUGH REGIONAL NETWORKING AND TRAINING (MENA WANT),Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.128075,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.007722399999999998,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0456721,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00275384,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00747603,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.000450771,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0984482,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00593602,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.183615,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0110712,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0288725,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0017409000000000005,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.0322819,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Kenya,LMICs,0.00194648,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0896276,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00540418,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0625035,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00376869,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.143736,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00866668,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.116443,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00702106,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00253512,-0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0114211,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.189417,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00547819,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.0908549,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.00664143,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,0.110147,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.00576305,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0518492,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.0031263000000000003,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,GIZ,
Germany,Lebanon,UMICs,0.200589,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Lebanon,UMICs,0.0120947,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,GIZ,
Germany,Burundi,LDCs,5.96868,-0.0,"SECTOR PROGRAM WATER, SEWERAGE AND SANITATION",Public Sector Institutions,GIZ,
Germany,Bolivia,LMICs,0.161432,-0.0,MANAGEMENT OF MUNICIPAL WATER UTILITIES (LATIN AMERICA),Public Sector Institutions,GIZ,
Germany,India,LMICs,6.30564,-0.0,ADVISORY SERVICES FOR THE IMPLEMENTATION OF THE INDIAN NATIONAL URBAN SANITATION POLICY,Public Sector Institutions,GIZ,
Germany,Uganda,LDCs,1.18446,-0.0,REFORM OF THE URBAN WATER AND SANITATION SECTOR,Public Sector Institutions,GIZ,
Germany,Ethiopia,LDCs,0.0272706,-0.0,SUPPLY OF POTABLE WATER FOR JARREE,Donor country-based NGO,Donor country-based NGO,
Germany,Kenya,LMICs,0.0216428,-0.0,"WATER SUPPLY FOR THE SCHOOL AND THE COMMUNITY, KENYA",Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.155603,-0.0,"IMPROVEMENT OF WATER SUPPLY, TANZANIA",Donor country-based NGO,Donor country-based NGO,
Germany,India,LMICs,0.07831210000000001,-0.0,TECHNOLOGICAL KEY INNOVATIONS,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",
Germany,India,LMICs,0.07779960000000001,-0.0,TECHNOLOGICAL KEY INNOVATIONS,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",
Germany,India,LMICs,0.0637224,-0.0,TECHNOLOGICAL KEY INNOVATIONS,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",
Germany,Tanzania,LDCs,0.0197051,-0.0,REPRESENTATION OF HAMBURG WASSER.,Public Sector Institutions,Federal State,
Germany,Sudan,LDCs,0.00420901,-0.0,TRAINING FOR THE DAILY MAINTENANCE OF WELL DRILLING RIGS / SUDAN (KHARTUM),Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.0197051,-0.0,"WATER FOR VILLAGES - 20 RAIN WATER HARVESTING TANKS / TANZANIA (ILKERIN, DISTRICT ARU-MERU)",Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.108731,-0.0,"CONSTRUCTION OF A DRINKING WATER SUPPLY IN THE VILLAGE TINGINYA IN TUNDURU DISTRICT, TANZANIA",Donor country-based NGO,Donor country-based NGO,2012-03-12
Germany,Tanzania,LDCs,0.0316678,-0.0,YEAR-ROUND DRINKING WATER SUPPLY OF RELIJUU PRIMARY SCHOOL,Donor country-based NGO,Donor country-based NGO,2012-08-07
Germany,Uganda,LDCs,0.0524237,-0.0,"IMPROVEMENT OF WATER, HYGIENE AND SANITATION CONDITIONS IN THE KITENGA, KIGANDA AND MYANZI SUB-COUNTIES IN THE MUBENDE DISTRICT",Donor country-based NGO,Donor country-based NGO,2012-10-29
Germany,Uganda,LDCs,0.26406,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION AT LUBAGA / KAMPALA,Donor country-based NGO,Donor country-based NGO,2012-01-05
Germany,Lebanon,UMICs,0.278298,-0.0,INFRASTRUCTURE FOR THE MANAGEMENT OF IRRIGATION AND DRINKING WATER OF 3 LEBANESE VILLAGES IN JBEIL AND BATROUN REGIONS,Donor country-based NGO,Donor country-based NGO,2012-08-06
Germany,Burundi,LDCs,0.191855,-0.0,"BUILDING OF 3 WATER SUPPLY NETWORKS IN THE PARTIAL PLACES NYARUBANDA, NYAYGATOKE AND NYAKABHINGO OF BISORO/ BURUNDI",Donor country-based NGO,Donor country-based NGO,2012-11-30
Germany,Ethiopia,LDCs,0.0072707,-0.0,SUPPLY OF POTABLE WATER FOR JARREE,Donor country-based NGO,Donor country-based NGO,2010-08-10
Germany,Egypt,LMICs,5.17764,-0.0,AGRICULTURE WATER PRODUCTIVITY FOR CLIMATE CHANGE ADAPTATION,Public Sector Institutions,GIZ,2012-08-30
Germany,Egypt,LMICs,0.115058,-0.0,SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (IN SO FAR AS NOT INCLUDED IN OTHER AREAS),"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",2012-02-24
Germany,India,LMICs,0.00580311,-0.0,"FUNDING FOR EXCHANGE OF SCIENTISTS, GRANTS","University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",2012-01-16
Germany,India,LMICs,0.00127516,-0.0,"FUNDING FOR EXCHANGE OF SCIENTISTS, GRANTS","University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",2012-01-11
Germany,India,LMICs,0.0506167,-0.0,"FUNDING FOR EXCHANGE OF SCIENTISTS, GRANTS","University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",2012-07-18
Germany,India,LMICs,0.0359898,-0.0,COST OF PILOT PROJECTS,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think tank",2012-09-04
Germany,Tanzania,LDCs,0.0102744,-0.0,REPRESENTATION IN DAR ES SALAAM,Public Sector Institutions,Federal State,2012-02-01
Germany,India,LMICs,0.0453044,-0.0,"PREPARATION AND IMPLEMENTATION OF BNS-SEMINARS AT THE DEWATS-KONFERENZ IN NAGPUR, MAHARASHTRA",Donor country-based NGO,Donor country-based NGO,2012-02-24
Germany,Bolivia,LMICs,0.0183806,-0.0,SAFE WATER,Donor country-based NGO,Donor country-based NGO,2011-07-04
Germany,Rwanda,LDCs,0.0108581,-0.0,CONSTRUCTION OF RAIN WATER CISTERNS,Donor country-based NGO,Donor country-based NGO,2012-01-01
Germany,Sudan,LDCs,0.0244644,-0.0,TECHNICAL TRAINING PROGRAM TTP,Donor country-based NGO,Donor country-based NGO,2012-12-20
Germany,Tanzania,LDCs,0.0362111,-0.0,DRINKING WATER ABSTRACTION WITH FOG COLLECTORS,Donor country-based NGO,Donor country-based NGO,2012-12-20
Germany,Uganda,LDCs,25.8882,-0.0,WATER SECTOR DEVELOPMENT PROGRAM II (WSDF II) IN NORTHERN AND EASTERN UGANDA,Public Sector Institutions,KfW,2012-06-27
Germany,Egypt,LMICs,3.88323,-0.0,NATIONAL SOLID WASTE MANAGEMENT PROGRAMME (NSWMP) (AM),Public Sector Institutions,KfW,2012-12-19
Germany,Egypt,LMICs,15.5329,-0.0,NATIONAL SOLID WASTE MANAGEMENT PROGRAMME (NSWMP),Public Sector Institutions,KfW,2012-12-19
Germany,India,LMICs,1.29441,-0.0,CONSULTANCY SERVICES FOR ENVIRONMENT RELATED URBAN INFRASTRUCTURE DEVELOPMENT (AM),Public Sector Institutions,KfW,2012-03-30
Germany,Tanzania,LDCs,25.8882,-0.0,URBAN WATER AND SANITATION PROGRAMME,Public Sector Institutions,KfW,2012-12-06
Germany,India,LMICs,129.441,-0.0,ENVIRONMENT RELATED URBAN INFRASTRUCTURE DEVELOPMENT THROUGH THE NATIONAL CAPITAL REGION PLANNING BOARD,Public Sector Institutions,KfW,2012-02-09
Germany,Egypt,LMICs,0.258882,-0.0,PROGRAM WATER SUPPLY AND WASTEWATER MANAGEMENT,Public Sector Institutions,GIZ,2011-05-20
Germany,Uganda,LDCs,0.517764,-0.0,REFORM OF THE URBAN WATER AND SANITATION SECTOR,Public Sector Institutions,GIZ,2010-10-28
Germany,Kenya,LMICs,0.517764,-0.0,WATER SECTOR DEVELOPMENT PROGRAMME,Public Sector Institutions,GIZ,2010-11-17
