"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
34303;"Germany";"Gambia";"5";"240";"LDCs";0.491727;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-03-01";0.0;0.0;725694.0;11300.0
34493;"Germany";"Somalia";"5";"273";"LDCs";26.4056;"";"WATER SUP,NORTHERN TOWNS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-10-01";0.0;0.0;6614715.0;637660.0
35508;"Germany";"Indonesia";"5";"738";"LMICs";1.03959;"";"WATER SUPPLY, TEGAL";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-01-01";0.0;0.0;161523347.0;1910930.0
35509;"Germany";"Indonesia";"5";"738";"LMICs";14.5543;0.0;"WATER SUPPLY, PADANG";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-06-01";0.0;0.0;161523347.0;1910930.0
35510;"Germany";"Indonesia";"5";"738";"LMICs";24.9502;0.0;"TEGAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-01-01";0.0;0.0;161523347.0;1910930.0
36932;"Germany";"Tanzania";"5";"282";"LDCs";4.15837;"";"WATER SUP,TANGA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-05-01";0.0;0.0;20981776.0;947300.0
37533;"Germany";"Malawi";"5";"253";"LDCs";7.1212100000000005;"";"FLOOD CONTROL DAM/KARONGA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-02-01";0.0;0.0;6964607.0;118480.0
38484;"Germany";"Jordan";"5";"549";"LMICs";37.5293;0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-03-01";0.0;0.0;2784463.0;88780.0
39076;"Germany";"Maldives";"5";"655";"UMICs";9.95929;"";"WATER & SEWAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-06-01";0.0;0.0;182850.0;300.0
39202;"Germany";"Samoa";"5";"880";"UMICs";10.3959;"";"WATER & SEWERAGE SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1984-01-01";"";"";"1984-05-01";0.0;0.0;159248.0;2840.0
39565;"Germany";"Zambia";"5";"288";"LDCs";6.10778;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-05-01";0.0;0.0;6923149.0;752610.0
40708;"Germany";"Ethiopia";"5";"238";"LDCs";10.0778;"";"WATER SUPPLY, 12 PROVINC. TOWNS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-05-01";0.0;0.0;40652141.0;1104300.0
40804;"Germany";"Sudan";"5";"278";"LDCs";10.7904;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-07-01";0.0;0.0;17210187.0;0.0
40805;"Germany";"Sudan";"5";"278";"LDCs";24.3293;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-02-01";0.0;0.0;17210187.0;0.0
41383;"Germany";"Kenya";"5";"248";"LMICs";5.08982;"";"WATER SUPPLY, KITALE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-05-01";0.0;0.0;19877083.0;580370.0
41384;"Germany";"Kenya";"5";"248";"LMICs";5.497000000000001;"";"WATER SUPPLY, KERICHO";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-05-01";0.0;0.0;19877083.0;580370.0
41496;"Germany";"Peru";"5";"454";"UMICs";20.3593;0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-12-01";0.0;0.0;19772872.0;1285220.0
41706;"Germany";"Tunisia";"5";"139";"LMICs";62.7066;0.0;"IRRIGATION PROJECT";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;7329594.0;163610.0
41936;"Germany";"Niger";"5";"260";"LDCs";7.1257399999999995;"";"WATER SUPPLY, 5 SECONDARY TOWNS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-02-01";0.0;0.0;6915997.0;1267000.0
41937;"Germany";"Niger";"5";"260";"LDCs";0.814371;"";"RICE IRRIGATION PROJECT";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-02-01";0.0;0.0;6915997.0;1267000.0
42128;"Germany";"Burkina Faso";"5";"287";"LDCs";29.2156;"";"WELL DRILLING, HAND PUMPS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-09-01";0.0;0.0;7727907.0;274220.0
42129;"Germany";"Burkina Faso";"5";"287";"LDCs";5.80239;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-02-01";0.0;0.0;7727907.0;274220.0
42307;"Germany";"Egypt";"5";"142";"LMICs";95.0778;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;49258732.0;1001450.0
42308;"Germany";"Egypt";"5";"142";"LMICs";6.718560000000001;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;49258732.0;1001450.0
43946;"Germany";"Myanmar";"5";"635";"LDCs";6.565860000000001;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-09-01";0.0;0.0;37977086.0;676590.0
44914;"Germany";"Thailand";"5";"764";"UMICs";10.1796;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;52026901.0;513120.0
44915;"Germany";"Thailand";"5";"764";"UMICs";10.1796;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-01-01";0.0;0.0;52026901.0;513120.0
45481;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";19.4431;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-05-01";0.0;0.0;29881229.0;2344860.0
46005;"Germany";"Mali";"5";"255";"LDCs";0.763473;"";"DAMS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-11-01";0.0;0.0;7831889.0;1240190.0
46006;"Germany";"Mali";"5";"255";"LDCs";20.3593;"";"DAM, MANANTALI";"Kreditanstalt für Wiederaufbau";"11";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;7831889.0;1240190.0
46532;"Germany";"Togo";"5";"283";"LDCs";1.52695;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-12-01";0.0;0.0;3252994.0;56790.0
46644;"Germany";"Haiti";"5";"349";"LDCs";0.763473;"";"WELLS CONSTRUCTION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-06-01";0.0;0.0;6337273.0;27750.0
46946;"Germany";"Rwanda";"5";"266";"LDCs";3.3592800000000005;"";"CANAL PROTECTION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-11-01";0.0;0.0;6146891.0;26340.0
47037;"Germany";"Morocco";"5";"136";"LMICs";30.5389;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-10-01";0.0;0.0;22499110.0;446550.0
47038;"Germany";"Morocco";"5";"136";"LMICs";12.2156;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-10-01";0.0;0.0;22499110.0;446550.0
47293;"Germany";"Sierra Leone";"5";"272";"LDCs";8.14371;"";"RURAL WATER SUPPLY / SANITATION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1985-12-01";0.0;0.0;3805311.0;72300.0
47335;"Germany";"Gambia";"5";"240";"LDCs";1.22156;"";"WELLS/HAND PUMPS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1985-01-01";"";"";"1985-12-01";0.0;0.0;755787.0;11300.0
48456;"Germany";"Sri Lanka";"5";"640";"LMICs";227.31400000000002;0.0;"DAM PROJ., MAHAWELI/RANTEMBE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-05-01";0.0;0.0;16408859.0;65610.0
50012;"Germany";"Tunisia";"5";"139";"LMICs";52.3812;0.0;"SEWERAGE, 3 VILLAGES";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-12-01";0.0;0.0;7517858.0;163610.0
50717;"Germany";"Cabo Verde";"5";"230";"LMICs";2.4708099999999997;"";"WATER SUPPLY, DRILLING PROG";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-10-01";0.0;0.0;316616.0;4030.0
51544;"Germany";"Sudan";"5";"278";"LDCs";2.96497;"";"REFUGEES AID, WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-03-01";0.0;0.0;17757491.0;0.0
51545;"Germany";"Sudan";"5";"278";"LDCs";11.0692;"";"REFUGEES AID, WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-03-01";0.0;0.0;17757491.0;0.0
51705;"Germany";"Colombia";"5";"437";"UMICs";11.8599;0.0;"EROSION CONTROL PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-01-01";0.0;0.0;30572478.0;1141750.0
52228;"Germany";"Bolivia";"5";"428";"LMICs";4.4474599999999995;0.0;"SANITATION PROG.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-10-01";0.0;0.0;6309130.0;1098580.0
52353;"Germany";"Haiti";"5";"349";"LDCs";0.6177020000000001;"";"DRINK. WATER & SANITATION, TOWNS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-07-01";0.0;0.0;6478541.0;27750.0
52354;"Germany";"Haiti";"5";"349";"LDCs";5.73228;"";"RURAL WATER/SANITARY SERVICES";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-11-01";0.0;0.0;6478541.0;27750.0
52421;"Germany";"Gambia";"5";"240";"LDCs";2.0754799999999998;"";"WELLS & HAND PUMPS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-08-01";0.0;0.0;791147.0;11300.0
52632;"Germany";"Mali";"5";"255";"LDCs";10.5751;"";"SEGOU, WATER SUPPLY/SEWERAGE EXTEN.";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-01-01";0.0;0.0;7952865.0;1240190.0
53148;"Germany";"Indonesia";"5";"738";"LMICs";0.5929939999999999;"";"KEBUMEN, WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-04-01";0.0;0.0;168374287.0;1910930.0
53285;"Germany";"Togo";"5";"283";"LDCs";4.84279;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-04-01";0.0;0.0;3363042.0;56790.0
53286;"Germany";"Togo";"5";"283";"LDCs";3.16264;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-02-01";0.0;0.0;3363042.0;56790.0
53413;"Germany";"Senegal";"5";"269";"LDCs";2.50441;"";"RURAL WATER SUPPLY, WELLS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-02-01";0.0;0.0;6670663.0;196710.0
53414;"Germany";"Senegal";"5";"269";"LDCs";3.6568;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-11-01";0.0;0.0;6670663.0;196710.0
53415;"Germany";"Senegal";"5";"269";"LDCs";11.1681;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-11-01";0.0;0.0;6670663.0;196710.0
53610;"Germany";"Ghana";"5";"241";"LMICs";12.8482;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1986-09-01";0.0;0.0;13164837.0;238540.0
53611;"Germany";"Ghana";"5";"241";"LMICs";2.4708099999999997;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-01-01";0.0;0.0;13164837.0;238540.0
55296;"Germany";"Turkey";"5";"55";"UMICs";87.1702;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-08-01";0.0;0.0;50128541.0;785350.0
55439;"Germany";"Congo";"5";"234";"LMICs";0.197665;"";"RURAL WATER SUPPLY STUDY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-01-01";0.0;0.0;2112361.0;342000.0
55770;"Germany";"Guinea";"5";"243";"LDCs";6.91827;"";"RUR. WATER SUPPLY, BEYLA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-05-01";0.0;0.0;5629418.0;245860.0
56236;"Germany";"Niger";"5";"260";"LDCs";34.0972;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-07-01";0.0;0.0;7118883.0;1267000.0
56347;"Germany";"Benin";"5";"236";"LDCs";2.86614;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-01-01";0.0;0.0;4404506.0;114760.0
56492;"Germany";"Burundi";"5";"228";"LDCs";7.4124300000000005;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-01-01";0.0;0.0;4886743.0;27830.0
56667;"Germany";"Central African Republic";"5";"231";"LDCs";3.4591300000000005;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1986-01-01";"";"";"1986-03-01";0.0;0.0;2597761.0;622980.0
57899;"Germany";"Côte d'Ivoire";"5";"247";"LMICs";0.9758319999999999;"";"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-09-01";0.0;0.0;10698194.0;322460.0
58162;"Germany";"Kenya";"5";"248";"LMICs";2.5371599999999996;"";"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1987-02-01";0.0;0.0;21382112.0;580370.0
58836;"Germany";"Brazil";"5";"431";"UMICs";9.75832;0.0;"BASIC SANITATION";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1988-01-01";"";"";"1987-06-01";0.0;0.0;140891602.0;8515770.0
60468;"Germany";"Indonesia";"5";"738";"LMICs";10.5975;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-02-01";0.0;0.0;171702763.0;1910930.0
61024;"Germany";"India";"5";"645";"LMICs";43.9124;0.0;"RURAL WATER SUP. MADHYA PRADESH";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1988-01-01";"";"";"1987-08-01";0.0;0.0;819682102.0;3287260.0
62236;"Germany";"Senegal";"5";"269";"LDCs";28.787;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-07-01";0.0;0.0;6875754.0;196710.0
62602;"Germany";"Guinea";"5";"243";"LDCs";4.48883;"";"RUR. WATER SUPPLY, BEYLA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-06-01";0.0;0.0;5801326.0;245860.0
63054;"Germany";"Cameroon";"5";"229";"LMICs";1.98679;"";"SEWAGE DISPOSAL";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-04-01";0.0;0.0;10731064.0;475440.0
63712;"Germany";"Haiti";"5";"349";"LDCs";3.9033300000000004;"";"WATER SUPPLY & BASIC SANITATION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-06-01";0.0;0.0;6618744.0;27750.0
64512;"Germany";"Zimbabwe";"5";"265";"Other LICs";4.87916;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-04-01";0.0;0.0;9527203.0;390760.0
64650;"Germany";"Gambia";"5";"240";"LDCs";3.22024;"";"WELLS/HAND PUMPS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-02-01";0.0;0.0;831023.0;11300.0
65234;"Germany";"Benin";"5";"236";"LDCs";1.46375;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1987-01-01";"";"";"1987-11-01";0.0;0.0;4535263.0;114760.0
