"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
190229;"Germany";"India";"5";"645";"LMICs";0.10627;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;1111523144.0;3287260.0
190238;"Germany";"India";"5";"645";"LMICs";2.13679;"";"WASTE MANAGEMENT/DISPOSAL";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"WASTE MANAGEMENT/DISPOSAL";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;1111523144.0;3287260.0
190244;"Germany";"India";"5";"645";"LMICs";0.0371945;"";"EDUC./TRNG:WATER SUPPLY & SANITATION";"Federal states and local governments";"11";"140";"EDUC./TRNG:WATER SUPPLY & SANITATION";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;1111523144.0;3287260.0
190262;"Germany";"India";"5";"645";"LMICs";1.70943;"";"INDO-GERMAN BILATERAL PROJECT WATERSHED MANAGEMENT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"INDO-GERMAN BILATERAL PROJECT WATERSHED MANAGEMENT";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;1111523144.0;3287260.0
192320;"Germany";"Bangladesh";"5";"666";"LDCs";0.23061700000000002;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;134791603.0;148460.0
192337;"Germany";"Bangladesh";"5";"666";"LDCs";0.48576400000000003;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2003-12-31";0.0;0.0;134791603.0;148460.0
201614;"Germany";"Egypt";"5";"142";"LMICs";62.7132;"";"SEWAGE DISPOSAL KAFR EL SHEIKH";"Kreditanstalt für Wiederaufbau";"11";"140";"SEWAGE DISPOSAL KAFR EL SHEIKH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"";"";"";"1994-12-01";0.0;0.0;61095804.0;1001450.0
201615;"Germany";"Egypt";"5";"142";"LMICs";31.3566;0.0;"RIVER NILE BANK PROGRAM";"Kreditanstalt für Wiederaufbau";"11";"140";"RIVER NILE BANK PROTECTION";"River basins development";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"";"";"";"1994-10-01";0.0;0.0;61095804.0;1001450.0
203832;"Germany";"Tanzania";"5";"282";"LDCs";6.271319999999999;"";"DRINKINGWATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY UROKI HAI DISTR";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-09-01";0.0;0.0;28792639.0;947300.0
203833;"Germany";"Tanzania";"5";"282";"LDCs";11.7587;0.0;"ZANZIBAR WASTE DISPOSAL SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"REHABILITATION SEE ABOVE 031";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-11-01";0.0;0.0;28792639.0;947300.0
206428;"Germany";"India";"5";"645";"LMICs";15.6783;"";"WATERSHED DEVELOPMENT, KARNATAKA";"Kreditanstalt für Wiederaufbau";"11";"140";"WATERSHED DEVELOPMENT KARNATAKA";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"DEP AGRICULTURE+HORTICUL GVMT KARNA";"1994-01-01";"";"";"1994-06-01";0.0;0.0;945601831.0;3287260.0
206429;"Germany";"India";"5";"645";"LMICs";43.1153;0.0;"RAJASTHAN RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-06-01";0.0;0.0;945601831.0;3287260.0
206430;"Germany";"India";"5";"645";"LMICs";31.3566;0.0;"RURAL WATER SUPPLY, RAJASTHAN";"Kreditanstalt für Wiederaufbau";"13";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-06-01";0.0;0.0;945601831.0;3287260.0
208344;"Germany";"Bolivia";"5";"428";"LMICs";1.5678299999999998;"";"REHABILITATION OF CANAL RAVELO";"Kreditanstalt für Wiederaufbau";"13";"140";"REHABILITATION CANAL RAVELO";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1994-03-01";0.0;0.0;7466793.0;1098580.0
208345;"Germany";"Bolivia";"5";"428";"LMICs";0.313566;"";"WATER SUPPLY/SEWAGE TREATMENT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SEWAGE TREATMENT TRINI";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1994-12-01";0.0;0.0;7466793.0;1098580.0
208346;"Germany";"Bolivia";"5";"428";"LMICs";14.5808;0.0;"WATER SUPPLY/SEWAGE TREATMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY SEWAGE TREATMENT TRINI";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1994-12-01";0.0;0.0;7466793.0;1098580.0
212176;"Germany";"Burundi";"5";"228";"LDCs";7.05523;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RUYIGI PROVINCE";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERE DES FINANCES";"";"";"";"1994-09-01";0.0;0.0;5898967.0;27830.0
212787;"Germany";"Kenya";"5";"248";"LMICs";4.99629;"";"WATER SUPPLY ELDORET II";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY ELDORET II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1993-01-01";"1995-11-01";"";"1995-11-01";0.0;0.0;27768296.0;580370.0
214218;"Germany";"Tanzania";"5";"282";"LDCs";3.8433;"";"WATER SUPPLY REHAB., KAGERA REGION";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY F REFUGEE AREAS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1995-09-01";0.0;0.0;29649135.0;947300.0
214705;"Germany";"Uganda";"5";"285";"LDCs";6.30301;"";"URBAN WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY AND SEWERAGE SYS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1995-08-01";0.0;0.0;20413152.0;241550.0
215728;"Germany";"Bolivia";"5";"428";"LMICs";27.6717;0.0;"WATER SUPPLY/SEWAGE TREATMENT,SUCRE";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY AND SEWAGE TREATMENT S";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1995-06-01";0.0;0.0;7622338.0;1098580.0
217554;"Germany";"Lebanon";"5";"555";"UMICs";11.5299;0.0;"SEWERAGE PROJECT,AL GHADIR";"Kreditanstalt für Wiederaufbau";"11";"140";"AL GHADIR PROJECT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"COUNCIL FOR DEVELOPMENT AND RECONST";"";"";"";"1995-01-01";0.0;0.0;3528380.0;10450.0
218763;"Germany";"India";"5";"645";"LMICs";30.7464;"";"RURAL WATER SUPPLY,RAJASTHAN";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1993-01-01";"";"";"1995-06-01";0.0;0.0;963922588.0;3287260.0
228816;"Germany";"Burundi";"5";"228";"LDCs";8.3136;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1991-03-01";0.0;0.0;5564926.0;27830.0
247985;"Germany";"Egypt";"5";"142";"LMICs";2.27379;"";"WASTE MANAGEMENT, ASSUAN";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"ABFALLWIRTSCHAFT ASSUAN (ALT: 199222340)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;68831561.0;1001450.0
247986;"Germany";"Egypt";"5";"142";"LMICs";2.27379;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"BERATUNG DER WASSERVER- UND ENTSORGUNGSBEHOERDE";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;68831561.0;1001450.0
247989;"Germany";"Egypt";"5";"142";"LMICs";5.30551;"";"DRINKING WATER SUPPLY SYSTEM, KAFR-EL-SHEIKH";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY KAFR-EL-SHEIKH";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1986-10-01";"2003-12-01";"";"2000-02-15";0.0;0.0;68831561.0;1001450.0
251580;"Germany";"Ethiopia";"5";"238";"LDCs";2.27379;"";"SUPPORT TO ARAB MINCH WATER INSTITUTE";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"UNTERSTUETZUNG DES ARAB MINCH WATER INSTITUTES (AWTI) (ALT: 198921595)";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;66224804.0;1104300.0
251599;"Germany";"Ethiopia";"5";"238";"LDCs";0.09095160000000001;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;66224804.0;1104300.0
251600;"Germany";"Ethiopia";"5";"238";"LDCs";0.0378965;"";"FED. STATES CONTRIB.:  WATER, SMALL SYSTEMS";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;66224804.0;1104300.0
253729;"Germany";"Kenya";"5";"248";"LMICs";0.909516;"";"WATER SUPPLY & SANIT. - SMALL SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;31964557.0;580370.0
253740;"Germany";"Kenya";"5";"248";"LMICs";0.750351;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;31964557.0;580370.0
258544;"Germany";"Rwanda";"5";"266";"LDCs";0.12579400000000002;"";"FED. STATES CONTRIB.:  WATER, SMALL SYSTEMS";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;7933681.0;26340.0
260740;"Germany";"Tanzania";"5";"282";"LDCs";1.89483;"";"WATER RESOURCES POLICY/ADMIN. MGMT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"DOERFLICHE TRINKWASSERVERSORGUNG (ALT. 9120684)";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;33499180.0;947300.0
260759;"Germany";"Tanzania";"5";"282";"LDCs";0.00985309;"";"FED. STATES CONTRIB.:  WATER, SMALL SYSTEMS";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;33499180.0;947300.0
260770;"Germany";"Tanzania";"5";"282";"LDCs";0.530551;"";"WATER SUPPLY & SANIT. - SMALL SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;33499180.0;947300.0
260779;"Germany";"Tanzania";"5";"282";"LDCs";9.09516;"";"URBAN WATER SUPPLY SONGEA (URGENT MEASURES)";"Kreditanstalt für Wiederaufbau";"11";"140";"URBAN WATER SUPPLY SONGEA (URGENT MESURES)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"ministry of finance";"2001-05-01";"2004-05-01";"";"2000-12-20";0.0;0.0;33499180.0;947300.0
260780;"Germany";"Tanzania";"5";"282";"LDCs";12.3209;"";"URBAN WATER SUPPLY: ARUSHA, MOSHI, TANGA";"Kreditanstalt für Wiederaufbau";"11";"140";"URBAN WATER SUPPLY ARUSHA, MOSHI, TANGA : PHASE II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministry of finance";"2000-12-01";"2002-12-01";"";"2000-12-13";0.0;0.0;33499180.0;947300.0
261864;"Germany";"Uganda";"5";"285";"LDCs";0.0568448;"";"WATER SUPPLY & SANIT. - SMALL SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;23650172.0;241550.0
267293;"Germany";"Bolivia";"5";"428";"LMICs";18.5693;"";"SANITATION SERVICES FOR POTOSI";"Kreditanstalt für Wiederaufbau";"11";"140";"SANITATION SERVICES FOR POTOSI";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministerio de hazienda";"2001-01-01";"2004-01-01";"";"2000-10-20";0.0;0.0;8418264.0;1098580.0
271870;"Germany";"Lebanon";"5";"555";"UMICs";0.0197062;"";"DRINKING WATER STERILISATION";"Federal Ministries";"11";"140";"TRINKWASSERDESINFEKTION MIT SONNENLICHT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;3842778.0;10450.0
274295;"Germany";"India";"5";"645";"LMICs";0.0414739;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSZUSAMMENARBEIT DER BUNDESLÄNDER";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274315;"Germany";"India";"5";"645";"LMICs";0.49557299999999993;"";"WATER SUPPLY & SANIT. - LARGE SYST.";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274335;"Germany";"India";"5";"645";"LMICs";0.0715486;"";"WATER RESOURCES PROTECTION";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274336;"Germany";"India";"5";"645";"LMICs";0.109142;"";"WATER RESOURCES POLICY/ADMIN. MGMT";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2000-12-31";0.0;0.0;1056575549.0;3287260.0
274338;"Germany";"India";"5";"645";"LMICs";2.04641;"";"WATER SUPPLY IN MAHARASHTRA";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY MAHARASHTRA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministry of finance";"";"";"";"2000-12-28";0.0;0.0;1056575549.0;3287260.0
274346;"Germany";"India";"5";"645";"LMICs";33.2731;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"RURAL WATER SUPPLY MAHARASHTRA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"ministry of finance";"2001-06-01";"2007-12-01";"";"2000-12-28";0.0;0.0;1056575549.0;3287260.0
283816;"Germany";"Egypt";"5";"142";"LMICs";37.8452;"";"WASTE WATER FACILITIES, AMRIYA DIST.";"Kreditanstalt für Wiederaufbau";"11";"140";"WASTE WATER PROGRAMME AMRIYA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1999-01-01";"2003-12-01";"";"1998-12-01";0.0;0.0;66200269.0;1001450.0
286257;"Germany";"Ethiopia";"5";"238";"LDCs";0.8604120000000001;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;62507724.0;1104300.0
287457;"Germany";"Kenya";"5";"248";"LMICs";2.09725;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;30250488.0;580370.0
290179;"Germany";"Rwanda";"5";"266";"LDCs";2.59586;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;6962802.0;26340.0
290182;"Germany";"Rwanda";"5";"266";"LDCs";4.54143;"";"WATER EQUIPMT/SYSTEMS CONSTRUCTION";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY 8 COMMUNES";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINAFFET SEE NOTES";"1999-02-01";"2003-02-01";"";"1998-12-01";0.0;0.0;6962802.0;26340.0
292024;"Germany";"Tanzania";"5";"282";"LDCs";0.322655;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;31924196.0;947300.0
292034;"Germany";"Tanzania";"5";"282";"LDCs";6.05524;0.0;"DRINKING WATER,  HAI DISTRICT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY HAI II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1997-01-01";"1999-05-01";"";"1998-02-01";0.0;0.0;31924196.0;947300.0
292718;"Germany";"Uganda";"5";"285";"LDCs";1.03034;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;22290780.0;241550.0
302481;"Germany";"India";"5";"645";"LMICs";0.09593589999999999;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";0.0;0.0;1019483581.0;3287260.0
312081;"Germany";"Rwanda";"5";"266";"LDCs";0.0263673;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";0.0;0.0;6419901.0;26340.0
313149;"Germany";"Egypt";"5";"142";"LMICs";6.09647;"";"WATER AND SANITATION";"Kreditanstalt für Wiederaufbau";"11";"140";"PARTICIPATORY URBAN UPGRADING";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1998-01-01";"2000-06-01";"";"1997-08-01";0.0;0.0;64892270.0;1001450.0
315308;"Germany";"Kenya";"5";"248";"LMICs";19.8135;0.0;"EXTENSION OF WASTE WATER COLLECTION";"Kreditanstalt für Wiederaufbau";"11";"140";"ELDORET SEWERAGE PROJECT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE EXTERN RESOURC DEP";"1997-01-01";"2001-09-01";"";"1997-06-01";0.0;0.0;29415659.0;580370.0
315312;"Germany";"Kenya";"5";"248";"LMICs";12.876;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";0.0;0.0;29415659.0;580370.0
318688;"Germany";"Tanzania";"5";"282";"LDCs";18.6704;0.0;"URBAN WATER SUPPLY ARUSHA";"Kreditanstalt für Wiederaufbau";"11";"140";"SECTOR PROGR URBAN WATER SUPPL";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1996-01-01";"2000-01-01";"";"1997-10-01";0.0;0.0;31192857.0;947300.0
319373;"Germany";"Uganda";"5";"285";"LDCs";10.2393;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";0.0;0.0;21655398.0;241550.0
319376;"Germany";"Uganda";"5";"285";"LDCs";17.756;"";"WATER SUPPLY/ SEWERAGE SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY AND SEWERAGE KABA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1996-01-01";"1999-01-01";"";"1997-07-01";0.0;0.0;21655398.0;241550.0
322864;"Germany";"Bolivia";"5";"428";"LMICs";1.6919;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";0.0;0.0;7937458.0;1098580.0
