"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
148065;"Germany";"India";"5";"645";"LMICs";15.6783;"";"WATERSHED DEVELOPMENT, KARNATAKA";"Kreditanstalt für Wiederaufbau";"11";"140";"WATERSHED DEVELOPMENT KARNATAKA";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"DEP AGRICULTURE+HORTICUL GVMT KARNA";"1994-01-01";"";"";"1994-06-01";"";"";0.0;0.0;945601831.0;3287260.0
148081;"Germany";"Bolivia";"5";"428";"LMICs";0.313566;"";"WATER SUPPLY/SEWAGE TREATMENT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SEWAGE TREATMENT TRINI";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1994-12-01";"";"";0.0;0.0;7466793.0;1098580.0
148082;"Germany";"Bolivia";"5";"428";"LMICs";14.5808;0.0;"WATER SUPPLY/SEWAGE TREATMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY SEWAGE TREATMENT TRINI";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1994-12-01";"";0.0;0.0;0.0;7466793.0;1098580.0
148377;"Germany";"India";"5";"645";"LMICs";43.1153;0.0;"RAJASTHAN RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-06-01";"";2.04915;0.0;0.0;945601831.0;3287260.0
148380;"Germany";"India";"5";"645";"LMICs";31.3566;0.0;"RURAL WATER SUPPLY, RAJASTHAN";"Kreditanstalt für Wiederaufbau";"13";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-06-01";"";1.06612;0.0;0.0;945601831.0;3287260.0
148474;"Germany";"Burundi";"5";"228";"LDCs";7.05523;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RUYIGI PROVINCE";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERE DES FINANCES";"";"";"";"1994-09-01";"";"";0.0;0.0;5898967.0;27830.0
148489;"Germany";"Egypt";"5";"142";"LMICs";62.7132;"";"SEWAGE DISPOSAL KAFR EL SHEIKH";"Kreditanstalt für Wiederaufbau";"11";"140";"SEWAGE DISPOSAL KAFR EL SHEIKH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"";"";"";"1994-12-01";"";"";0.0;0.0;61095804.0;1001450.0
148511;"Germany";"Tanzania";"5";"282";"LDCs";6.27132;"";"DRINKINGWATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY UROKI HAI DISTR";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-09-01";"";"";0.0;0.0;28792639.0;947300.0
148641;"Germany";"Egypt";"5";"142";"LMICs";31.3566;0.0;"RIVER NILE BANK PROGRAM";"Kreditanstalt für Wiederaufbau";"11";"140";"RIVER NILE BANK PROTECTION";"River basins development";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"";"";"";"1994-10-01";"";3.91957;0.0;0.0;61095804.0;1001450.0
148697;"Germany";"Tanzania";"5";"282";"LDCs";11.7587;0.0;"ZANZIBAR WASTE DISPOSAL SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"REHABILITATION SEE ABOVE 031";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1994-11-01";"";0.309646;0.0;0.0;28792639.0;947300.0
167386;"Germany";"Egypt";"5";"142";"LMICs";6.09647;"";"WATER AND SANITATION";"Kreditanstalt für Wiederaufbau";"11";"140";"PARTICIPATORY URBAN UPGRADING";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1998-01-01";"2000-06-01";"";"1997-08-01";"";"";0.0;0.0;64892270.0;1001450.0
169209;"Germany";"Kenya";"5";"248";"LMICs";19.8135;0.0;"EXTENSION OF WASTE WATER COLLECTION";"Kreditanstalt für Wiederaufbau";"11";"140";"ELDORET SEWERAGE PROJECT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE EXTERN RESOURC DEP";"1997-01-01";"2001-09-01";"";"1997-06-01";"";0.18518;0.0;0.0;29415659.0;580370.0
169263;"Germany";"Kenya";"5";"248";"LMICs";12.876;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;29415659.0;580370.0
171949;"Germany";"Rwanda";"5";"266";"LDCs";0.0263673;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;6419901.0;26340.0
173504;"Germany";"Tanzania";"5";"282";"LDCs";18.6704;0.0;"URBAN WATER SUPPLY ARUSHA";"Kreditanstalt für Wiederaufbau";"11";"140";"SECTOR PROGR URBAN WATER SUPPL";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1996-01-01";"2000-01-01";"";"1997-10-01";"";0.419894;0.0;0.0;31192857.0;947300.0
174248;"Germany";"Uganda";"5";"285";"LDCs";10.2393;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;21655398.0;241550.0
174260;"Germany";"Uganda";"5";"285";"LDCs";17.756;"";"WATER SUPPLY/ SEWERAGE SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY AND SEWERAGE KABA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1996-01-01";"1999-01-01";"";"1997-07-01";"";"";0.0;0.0;21655398.0;241550.0
178522;"Germany";"Bolivia";"5";"428";"LMICs";1.6919;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;7937458.0;1098580.0
184085;"Germany";"India";"5";"645";"LMICs";0.538332;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;1000900030.0;3287260.0
185832;"Germany";"Bangladesh";"5";"666";"LDCs";0.311134;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1997-12-31";"";"";0.0;0.0;120160564.0;148460.0
195207;"Germany";"Ethiopia";"5";"238";"LDCs";0.0377145;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;64343013.0;1104300.0
195251;"Germany";"Ethiopia";"5";"238";"LDCs";0.0844805;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;64343013.0;1104300.0
196989;"Germany";"Kenya";"5";"248";"LMICs";2.26287;"";"URBAN WATER SUPPLY, MANAGEMENT ADVISORY SERVICES";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"KV-MANAGEMENTBERATUNG FUER STAEDTISCHE WASSERVERSORGUNG";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;31098757.0;580370.0
197204;"Germany";"Kenya";"5";"248";"LMICs";0.005495;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;31098757.0;580370.0
197303;"Germany";"Kenya";"5";"248";"LMICs";0.942862;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;31098757.0;580370.0
203299;"Germany";"Tanzania";"5";"282";"LDCs";7.5429;0.0;"DISTRICT WATER SUPPLY PROJECT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY HAI III";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2001-01-01";"2004-01-12";"";"1999-01-11";"";0.355271;0.0;0.0;32682239.0;947300.0
203461;"Germany";"Tanzania";"5";"282";"LDCs";3.77145;"";"URBAN WATER SUPPLY PROJECT";"Kreditanstalt für Wiederaufbau";"11";"140";"SECTOR PROG URBAN WATER SUPPLY";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1997-01-01";"2001-01-01";"";"1999-01-11";"";"";0.0;0.0;32682239.0;947300.0
203482;"Germany";"Tanzania";"5";"282";"LDCs";0.00400754;"";"FED. STATES CONTRIB.:  WATER";"Federal states and local governments";"11";"140";"ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;32682239.0;947300.0
209554;"Germany";"Bolivia";"5";"428";"LMICs";2.26287;"";"WATER SUPLY/SEWAGE TREAT.:TRINIDAD";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"1999-04-01";"1999-12-01";"";"1999-01-01";"";"";0.0;0.0;8257066.0;1098580.0
209689;"Germany";"Bolivia";"5";"428";"LMICs";1.61418;"";"DRINKING WATER/WASTE WATER ACTIVITIES, ORURO";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"KV-TRINKWASSER- UND ABWASSERUNTERNEHMEN ORURO";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;8257066.0;1098580.0
209690;"Germany";"Bolivia";"5";"428";"LMICs";3.77145;"";"ADVANCED TRAINING IN BASIC SANITATION";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"AUS- UND FORTBILDUNG IM BASISSANITAERBEREICH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;8257066.0;1098580.0
209698;"Germany";"Bolivia";"5";"428";"LMICs";2.15727;"";"DRINKING WATER/WASTE WATER ACTIVITIES, ORURO";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"KV-TRINKWASSER- UND ABWASSERUNTERNEHMEN ORURO";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;8257066.0;1098580.0
210021;"Germany";"Bolivia";"5";"428";"LMICs";0.334905;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;8257066.0;1098580.0
214432;"Germany";"Lebanon";"5";"555";"UMICs";0.151612;"";"DRINKING WATER STERILISATION";"Federal Ministries";"11";"140";"TRINKWASSERDESINFEKTION MIT SONNENLICHT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;3747766.0;10450.0
217287;"Germany";"India";"5";"645";"LMICs";0.169715;"";"WASTE MANAGEMENT/DISPOSAL";"Federal Ministries";"11";"140";"BEHANDLUNG VON PROBLEMABFÄLLEN ..... (BEGLEITFORSCHUNG)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;1038058156.0;3287260.0
217379;"Germany";"India";"5";"645";"LMICs";0.0316462;"";"FED. STATES CONTRIB.:  WASTE MGMT";"Federal states and local governments";"11";"140";"ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;1038058156.0;3287260.0
217573;"Germany";"India";"5";"645";"LMICs";0.0203658;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;1038058156.0;3287260.0
217574;"Germany";"India";"5";"645";"LMICs";1.14012;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;1038058156.0;3287260.0
217575;"Germany";"India";"5";"645";"LMICs";0.0747879;"";"BMZ TC: WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;1038058156.0;3287260.0
234698;"Germany";"Tanzania";"5";"282";"LDCs";3.8433;"";"WATER SUPPLY REHAB., KAGERA REGION";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY F REFUGEE AREAS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1995-09-01";"";"";0.0;0.0;29649135.0;947300.0
235144;"Germany";"Uganda";"5";"285";"LDCs";6.30301;"";"URBAN WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY AND SEWERAGE SYS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"";"";"";"1995-08-01";"";"";0.0;0.0;20413152.0;241550.0
237857;"Germany";"Bolivia";"5";"428";"LMICs";27.6717;0.0;"WATER SUPPLY/SEWAGE TREATMENT,SUCRE";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY AND SEWAGE TREATMENT S";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"";"";"";"1995-06-01";"";0.0;0.0;0.0;7622338.0;1098580.0
240412;"Germany";"Lebanon";"5";"555";"UMICs";11.5299;0.0;"SEWERAGE PROJECT,AL GHADIR";"Kreditanstalt für Wiederaufbau";"11";"140";"AL GHADIR PROJECT";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"COUNCIL FOR DEVELOPMENT AND RECONST";"";"";"";"1995-01-01";"";1.90781;0.0;0.0;3528380.0;10450.0
241846;"Germany";"India";"5";"645";"LMICs";30.7464;"";"RURAL WATER SUPPLY,RAJASTHAN";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY RAJASTHAN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1993-01-01";"";"";"1995-06-01";"";"";0.0;0.0;963922588.0;3287260.0
253182;"Germany";"Rwanda";"5";"266";"LDCs";0.76414;"";"REHABILITATION  WATER SUPPLY SYSTEM";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER AND ELECTRICITY SUPPLY I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERE DES AFFAIRES ETRANGERES ET DE";"1995-01-01";"1996-12-01";"";"1996-03-01";"";"";0.0;0.0;6013107.0;26340.0
253183;"Germany";"Rwanda";"5";"266";"LDCs";4.58484;"";"WATER-SUPPLY OF BUGESERA-SOUTH";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER-SUPPLY OF BUGESERA-SOUTH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERE DES AFFAIRES ETRANGERES";"1997-01-01";"1998-07-01";"";"1996-03-01";"";"";0.0;0.0;6013107.0;26340.0
258390;"Germany";"Bolivia";"5";"428";"LMICs";22.9242;"";"SEWAGE TREATMENT,ORURO";"Kreditanstalt für Wiederaufbau";"11";"140";"SEWAGE TREATMENT ORURO";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"1996-01-01";"2000-12-01";"";"1996-06-01";"";"";0.0;0.0;7779267.0;1098580.0
258609;"Germany";"Bolivia";"5";"428";"LMICs";11.7678;0.0;"WATER SUPPLY, POTOSI";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY POTOSI";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"1997-01-01";"1999-10-01";"";"1996-10-01";"";0.0;0.0;0.0;7779267.0;1098580.0
272883;"Germany";"Ethiopia";"5";"238";"LDCs";0.860412;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;62507724.0;1104300.0
274484;"Germany";"Kenya";"5";"248";"LMICs";2.09725;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;30250488.0;580370.0
277747;"Germany";"Rwanda";"5";"266";"LDCs";2.59586;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;6962802.0;26340.0
277760;"Germany";"Rwanda";"5";"266";"LDCs";4.54143;"";"WATER EQUIPMT/SYSTEMS CONSTRUCTION";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY 8 COMMUNES";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINAFFET SEE NOTES";"1999-02-01";"2003-02-01";"";"1998-12-01";"";"";0.0;0.0;6962802.0;26340.0
279558;"Germany";"Tanzania";"5";"282";"LDCs";0.322655;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;31924196.0;947300.0
279895;"Germany";"Tanzania";"5";"282";"LDCs";6.05524;0.0;"DRINKING WATER,  HAI DISTRICT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY HAI II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1997-01-01";"1999-05-01";"";"1998-02-01";"";3.06546;0.0;0.0;31924196.0;947300.0
280398;"Germany";"Uganda";"5";"285";"LDCs";1.03034;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;22290780.0;241550.0
292960;"Germany";"India";"5";"645";"LMICs";0.0959359;"";"BMZ TC:WATER SUPPLY/SANIT.-SMALL SYS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1998-12-31";"";"";0.0;0.0;1019483581.0;3287260.0
305776;"Germany";"Kenya";"5";"248";"LMICs";4.99629;"";"WATER SUPPLY ELDORET II";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY ELDORET II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1993-01-01";"1995-11-01";"";"1995-11-01";"";"";0.0;0.0;27768296.0;580370.0
310515;"Germany";"Egypt";"5";"142";"LMICs";3.8207;0.0;"WATER RESOURCES POLICY/ADMIN. MGMT";"Kreditanstalt für Wiederaufbau";"11";"140";"IRRIGATION IMPROVEMENT PROJECT";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1996-01-01";"2004-06-01";"";"1996-09-01";"";0.287317;0.0;0.0;63601629.0;1001450.0
312557;"Germany";"India";"5";"645";"LMICs";38.207;0.0;"RURAL WATER SUPPLY/WEST BENGAL";"Kreditanstalt für Wiederaufbau";"11";"140";"RURAL WATER SUPPLY WEST BENGAL";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"1996-01-01";"2002-12-01";"";"1996-07-01";"";2.11285;0.0;0.0;982365243.0;3287260.0
314071;"Germany";"Egypt";"5";"142";"LMICs";1.50858;"";"SANITATION, KAFR EL SHEIKH";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"HYGIENEAUFKLAERUNG KAFR EL SHEIKH (2)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"1999-12-31";"";"";0.0;0.0;67515591.0;1001450.0
314217;"Germany";"Egypt";"5";"142";"LMICs";11.3143;"";"IMPROVEMENT OF WASTE WATER, AMRIYA";"Kreditanstalt für Wiederaufbau";"11";"140";"WASTE WATER PROGRAMME AMRIYA";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1999-01-01";"1903-12-01";"";"1999-12-01";"";"";0.0;0.0;67515591.0;1001450.0
314724;"Germany";"Egypt";"5";"142";"LMICs";9.80577;"";"BARRAGE SANITAIRE DRAINAGE/BUILDING PROTECTION";"Kreditanstalt für Wiederaufbau";"11";"140";"ENVIRONMENTAL PROTECTION NAGA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"CENTRAL BANK OF EGYPT";"1999-01-06";"2003-01-12";"";"1999-01-09";"";"";0.0;0.0;67515591.0;1001450.0
